sender,no_reacts,text,label
$USER1423,0,Domnu Terheș gresit războiul se ciștigă cu rachete si îti pot demonstra,OTHER
$USER1846,0,"Asteapta sa le duca copiii la razboi, poate asa se trezesc",OTHER
$USER0354,0,"Astia spun un adevăr,si 100 de minciuni...Imginile tot la fel ,sunt 80%regizate",OTHER
$USER0400,0,Sariti pe ei dă-i dracu de criminali.,ABUSE
$USER1040,0,Succes în tot ce faci George Simion!,OTHER
$USER0196,0,"Atunci, Draghi, Italia de ce forteaza poporul la vaccinare obligatorie, mai ales copii. Daca nu esti vacc. faci intr una TAMPOANE. DE CE?? Va rog!",OTHER
$USER1369,0,Maria Wasile ai dovezi ? De unde știi ? Poți sa arați ce noi nu știm??,OTHER
$USER3618,0,Marea adunare a prostilor,INSULT
$USER0285,0,Noi nu avem sânge în instalație ca să refuzăm...,OTHER
$USER0203,0,Vedeți sa nu vă taie ăștia de pe fb !,OTHER
$USER0296,0,huuuuuooooooooooooooooo,OTHER
$USER1082,0,nu ne mai uitam la tv sa se uite Iohanis cu morti masi ori cum ne mint dam ajutoare la straini si Romani nostri urla foame si saracia in noi,ABUSE
$USER1107,0,Eu am fost la protestul din Bruxelles și am început să mă gândesc la toate nivelurile de operare politică externă și internă???,OTHER
$USER0879,0,Putin a omorât virusul ucigaș !?,OTHER
$USER0406,0,Ce mare chestie....ne credeți prosti,OTHER
$USER2708,2,Voi Niati fugărit din Țară așa că sugeți voi ceva,ABUSE
$USER0954,0,Mihai Cezar si eu zic SA ma sugi impreuna cu Simó,ABUSE
$USER1917,0,"Gargara sputnik, Sosoaca disperata, Seful ei Putin Încolțit, mai are puțin și va fi aruncata la coșul de gunoi Împreună cu toți rusofilii din România.",ABUSE
$USER0049,0,"Noi suntem buni,pasnici...",OTHER
$USER0470,0,Ooooalele ce de deștepți paicia,INSULT
$USER0671,0,Nu te ascultam pe tine ești 0 noi ne uita. La Lazarus,OTHER
$USER0009,0,Foarte buna istorisirea dl Manega,OTHER
$USER0331,0,Huuuuuuu tuvan gura,ABUSE
$USER0084,0,NE ȚINEAU IN CASĂ ȘI MONTAU 5G,OTHER
$USER0663,0,Are dreptate Da Chitic,OTHER
$USER0347,0,"Off,covoru Roșu lipsea,,nebunilor se pune prafu",OTHER
$USER0456,0,Vai de puța noastră ce decizii va lua plăvanul și în ce rahat ajungem.,ABUSE
$USER0411,0,Cadeți în genunchi... Pupați pantoful...,OTHER
$USER0805,4,"LINIȘTEA de dinaintea FURTUNEI, măcel va fi cât de curând.... .",OTHER
$USER0236,0,Mă simt rău când le văd protocolul,OTHER
$USER0100,7,Zelenschi a jucat teatru de aceea spunea bill gates ca va veni o plandemie mult mai puternica. Era cuibaru virusilor in ucraina si ca omoara toata europa,OTHER
$USER0765,0,"Ce facem în caz de Război? Tragem cu, calajnicovu în rachete sau în tancuri?",OTHER
$USER3109,0,Nicu Oprea mars gunoi ordinar needucat ...,ABUSE
$USER3586,0,Masmedia de cacat,INSULT
$USER1289,0,Da trebuie limitate,OTHER
$USER1820,0,La mulți ani binecuvântați de Dumnezeu tuturor femeilor cu ocazia zilei de 8 Martie,OTHER
$USER0626,0,Pe vremea lui Ceaușescu școală era școală nu.ca acuma,OTHER
$USER1384,0,Tehes da ti o calmata!,OTHER
$USER1100,0,Felicitări și respect pt ce faceți!,OTHER
$USER0494,0,Doamne Dumnezeule lasă pacea Ta peste țara noastră căci de asta atârnă și fericirea noastră,OTHER
$USER1673,0,"La mulți ani, doamna Diana.",OTHER
$USER0164,0,Bună seara din Italia,OTHER
$USER1226,0,Romani isi paresesc tara din cauza razboiului din Ucraina,OTHER
$USER0151,0,Sosoaca ramane cam singura speranta.. terhes ne dezamageste,OTHER
$USER0900,0,"Aaaa...a apărut deșteptul de Vișan, să descurce ițele...",INSULT
$USER0035,0,Cei care urmează să vă înrolați UNDE SUNTEȚI !!!!!,OTHER
$USER2747,0,Gabriel Trifa Mars javra,INSULT
$USER0063,6,Tot Costantinescu a dat si insula serpilor,OTHER
$USER2657,0,Dute în morții tăi tu la război,ABUSE
$USER2130,0,VA FUTE NATO CU GLOBALISTII CUM VOR DACA NU MAI AVETI TARA !,ABUSE
$USER4272,0,Ești în paralele duduie,INSULT
$USER0274,0,Este clar!!! zdreanța âi dă ordinul in plic trădătorului iohans.... mergem carne de tun,ABUSE
$USER1608,0,VENITII LA ROMANIA,OTHER
$USER0083,0,Buna seara! Ati avut dreptate in tot ce ati zis ati demonstrat cu fapte ! Aveti respectul meu,OTHER
$USER0426,0,Cei mai mari criminali din ziua de astazi,OTHER
$USER1429,0,TERHES TU VEZITI DE TREABA TA VEZITI DE UE NU DA SFATURI ROMANILOR ȘI NU PROVOCA RUSIA. CA NU PRINZI TU RACHETELE ȘI TE JOCI FOTBAL CU AMERICANII,OTHER
$USER0321,0,Americanii au distrus o grămadă de țări doar să se inbogateasca ei di să trăiască bine îmi este scârbă de jegurile astea,ABUSE
$USER1632,0,Mati emoționat . Va iubesc,OTHER
$USER0042,0,Marius Romila criminal este Johanis !!! Cretinule !,INSULT
$USER1482,0,Un gunoi împuțit împușcat,ABUSE
$USER0613,3,"Neamțule, lasă-l să vb pe Dan Chitic! El e vocea noastră.. Dar tu??",OTHER
$USER0703,0,Robert Gheorghe Moraru Ești prost de behăi....,INSULT
$USER2860,2,Pregătesc multe aceste jeguri mafiote .. Arafat și iohanis cu guvernul lui de trădători … trădători de neam și țara toți și poporul accepta tot stau in case,ABUSE
$USER0732,0,Normalitatea numai dacă ne întoarcem la Dumnezeu!,OTHER
$USER0105,0,De genul ăștia de deștepți utili mie frică ca știe bine sa comunice of in cine sa mai credem ca unu nu da cu pumnul in masă față de străini,OTHER
$USER0203,0,Pun mana pe tine,OTHER
$USER1182,2,"""Stare de Război -""??? sau RĂZBOI ??? Măi nebunilor hotărâți-vă odată , că aici există lume care stăpânești Limba lui Eminescu foarte bine !",OTHER
$USER0454,0,"Asta se si urmareste, va introduce legea martiala pt siguranta cica,nu mai iesi din casa numai ciuruit cu armata Nato straina nu romani,",OTHER
$USER0128,4,Mercenarii din Ucraina au ucis acei copii rusi si nimeni nu a comentat nimic.,OTHER
$USER0601,0,LA NOI SE AUDE BINE !,OTHER
$USER0724,0,Bah voi nu vedeti ce hal de patriot ! Hai la barfa dao draq de politica!,PROFANITY
$USER0799,1,Ungurii sunt cei mai deștepți. Rugați-vă sa nu accepte Ucraina în NATO altfel suntem carne de tun pentru dement,OTHER
$USER0700,2,Ești un BOU MARE!!!,INSULT
$USER3683,0,Jandarmeria voi ce mama dracu sinteti mai nebunilor plecati in Ucraima,PROFANITY
$USER0211,2,"L-ATI IMPUSCAT PE ,,DICTATORUL,, CEAUSESCU PENTRU A DEVENI VOI DICTATORII CETATENILOR ROMANI SI AL PATRIEI NOASTRE SFINTE! TERORISTILOR, NU V-AR MAI RABDA DUMNEZEU!",OTHER
$USER0017,4,"Nu te uita,închide repede ca dăunează ptr tine",OTHER
$USER1234,0,"Prosti societății jandarmi si politistii . Alăturați-vă poporului sclavilor , aveti copii si familii",ABUSE
$USER0338,0,Basarabia e romania,OTHER
$USER3975,0,Bine mă sluga guvernului!,ABUSE
$USER0614,0,Vai da ce sensibil ești neamțule!,OTHER
$USER3622,0,"Pai jandarmii de ce au masca pe figura nu mai este obligatoriu, atenție ca nu-i poate nimeni identifica, jos botinita gunoaie ce sunteti",ABUSE
$USER0643,0,Aur inumara bani,OTHER
$USER3335,0,Ce prost ești cum te mai tine pământu,INSULT
$USER0590,0,Trebuia făcut ptr tara noastră,OTHER
$USER0234,2,Dați cu uuuuuuu la toti,OTHER
$USER1347,0,"George ar fi bine să se unească cu Diana și d-nul Terheș ,împreună ar fi o adevărată forță care să ne scape de aceste năpârci si demoni de la putere !",INSULT
$USER0473,0,"Costi, ăsta este,, geniul Carpaților "" știe tot ce mănâncă guvernanții la wc.",INSULT
$USER0283,0,"Vine o proasta care ne baga în război,iar lacheii noștri sunt entuziasmați",INSULT
$USER0592,0,"JOS TRADATORI ROMANIEI, JOS MAFIA DIN ROMANIA , JOS HOTIIIII ROMANIEI HUOOOOO LA PUSKERIE CU TOTI",OTHER
$USER4082,0,Securea sau părul firatai dracu de hoti,ABUSE
$USER1731,0,LUIAR MOARTEA PE TOȚI GUVERNANȚII CRIMINALI,ABUSE
$USER0428,0,C'è cauta curva AN Romania,ABUSE
$USER2489,3,Băi hai sa ne unim și sa fugărim toți cretinii sa ne luam țara in mâni,INSULT
$USER0155,0,MULTA SANATATE SA AVETI CRISTI SI AURELIAN DATI CIT MAI MULT ADEVAR NU IERTATI NIMIC,OTHER
$USER4285,3,Radu Tudor ăla este mare nenorocit și mincinos,INSULT
$USER3744,0,Ce ie greu de înţeles jos bulangiu,ABUSE
$USER0643,2,Neamtu e platit bine,OTHER
$USER0608,0,ai de facut bagajul neamtule ...,OTHER
$USER0322,2,Gabriel Trifa off.. De asta se duce dracu tara asta!! Pisorcosi usr-iti ca tine.. Marș trotineta de om!!,INSULT
$USER1283,1,Unde-i lege.... nu-i tocmeală. Dacă se face această lege... E jale,OTHER
$USER0290,3,"Puneți covor că i se rup tocurile ,vine să ne bage in război că nu fac nimic bun americanii își bagă nasul peste tot...",OTHER
$USER0452,0,"Kabala mondială, JEFUITORII POPOARELOR.",OTHER
$USER2861,0,Respect Coarna ca tu Dian-o latri mult prost si fara rost,INSULT
$USER0034,0,Băsescu este un gunoi securist mafiot al istoriei românești,ABUSE
$USER4307,0,Un lingău ordinar!,INSULT
$USER0145,0,Dacă borbandat si Rusi ca Americani an 24 de ore 48 se rezolva problema dar ei nu are treabă cu civili cu mafiea Oculta Satanica,ABUSE
$USER0168,0,De acord cu dl Aurelian!,OTHER
$USER0416,2,Suntem sclavi americi,ABUSE
$USER0671,0,Vai de capul tau băgate in politică că ești bun la aburit lumea,OTHER
$USER0974,0,Respect Domnul DAN Chitic,OTHER
$USER1315,1,Masca lu mata alt bou,ABUSE
$USER0973,0,Du te dracului cu rusofilii tai cu tot. Inviti toti martzafoii rusofili.,ABUSE
$USER1785,1,"Felicitări d nului Angelo Giorgiana ,mult succes in continuare",OTHER
$USER1298,1,Omul plătește pentru o pâine 5lei!Rușineze!,OTHER
$USER0246,0,Voi credeți că Dumnezeu se uită la voi cei comentați???,OTHER
$USER1496,0,Unde este AUR??,OTHER
$USER0654,0,Domnu` Lazarus discuția se învârte în jurul cozi.,OTHER
$USER0628,0,Oooo agresat în convorbire,OTHER
$USER1236,0,"100% si religia este plina de prosti, si politica plina de mafioti extraordinar dom'le la ce s-a ajuns",INSULT
$USER0047,0,Un șofer președinte de conturi strigator la cer,OTHER
$USER0058,0,Vrem pace nu Razboi,OTHER
$USER0613,2,China Este puterea mondială actuală!!!,OTHER
$USER0514,0,Nu vrem sa din carne de tun pentru Americani,OTHER
$USER3561,0,Intoarceti masina cu curu n sus,PROFANITY
$USER0137,0,Da laboratoarele Terhes ? Tot minciuna ? Mars ca puti,INSULT
$USER1117,0,Felicitari George!,OTHER
$USER1507,0,Atât vb omul asta farra rost,OTHER
$USER1114,0,"Domnule Ionel Duţā eu cred cā sunteți unu dintre cei dintre PNL,PSD , UDMR, USR etc duceţivā şi staţi cu ei şi nu mai vorbiți de rāu pe nimeni,vā va judeca Dumnezeu...",OTHER
$USER0236,0,Kamala la lăsat singur pe sclerozat,OTHER
$USER0314,2,Care mii de oameni uciși? Minciuni,OTHER
$USER3875,0,"Gunoaie imputite, Jandarmeria vinduti străinilor!!!!!!",ABUSE
$USER0596,0,Pentru intimidare,OTHER
$USER0222,0,Vreau o întâlnire cu ea... Se poate?,OTHER
$USER1635,0,Nici o stare de criza,OTHER
$USER1171,2,Nu mai manipulati populatia!..,OTHER
$USER0229,5,Vine sa pregateasca carne de tun,OTHER
$USER0163,0,"Un actor prost , si-a băgat tara în război",INSULT
$USER0784,2,"Va Susțin ca Președinte ,",OTHER
$USER0485,3,Sa adunat draci .... o curva si un poponar,ABUSE
$USER1914,0,"Poporu român nu vrea coflict de război,vrem linşte pe cerul românesc, parlamentul să se coupe de problemele interne care sunt nenumărate.",OTHER
$USER1052,2,"De ce l-ați chemat pe vândut ul ăsta? Se preface că luptă împotriva globalistilor dar de fiecare dată o scaldă. De fapt i-a spălat de fie dată. Numai gura e de el, nu ne mai păcălește.",OTHER
$USER1312,0,"Dă-i dracu de mincinoși , in germania am fost la control cu copilul au sărit călare pe mine sa fac testul rapid.",ABUSE
$USER0664,0,"Cred ca o sa se ajunga la o revolutie,alta varianta nu avem sa fim liberi!",OTHER
$USER3869,0,"Copii voștri vor muri pentru boul de iohanis, ieșiți in strada",INSULT
$USER2566,0,Jasmine Jasmine dezaxată ești tu cu mă-ta jegoasă ce ești !,ABUSE
$USER2119,0,Ce dracu căutăm noi sa le dam arme,PROFANITY
$USER0767,0,Uleiul de floarea soarelui e nociv.Luati de măsline!,OTHER
$USER1173,1,Baaaaa nu mai speriați lumea cu prostiile voastre . O sa murim noi osa pwriti și voi cu totiii,OTHER
$USER0045,0,Servicii incluse,OTHER
$USER1518,0,"Bai ,Biden a declarat ca nu va intervenii pt soldatii Americani si voi va bazati pe nato ??",OTHER
$USER1177,1,"Mai schimba/ți ochelarii , ca parca ești baba-Cloanța !",INSULT
$USER0656,2,Dle Neamtu ai vota LEGEA SUVERANITATII????,OTHER
$USER0612,0,Neamtule esti praf !,OTHER
$USER1216,2,O trimis Vișan scrisoare de pe front !?? Are nevoie de ceva !??,OTHER
$USER0662,0,TOT GUVERNUL ESTE PLIN DE SATANIȘTI!,ABUSE
$USER0526,0,Ba esti nebun ca ia La razboi,OTHER
$USER0605,0,Esti prost de dai in gropi tramvaiuleeeeee,INSULT
$USER3286,0,Maria Cristogel adevărat! HAI SICTIR DE USR-IST,INSULT
$USER0223,0,Cât o fi ăștia din parlament dar cât dar cât căcat mâncați și televiziunile astea,INSULT
$USER0708,2,"EL ESTE PIONUL PRINCIPAL, CHIAR PESTE PRESEDINTE !!!",OTHER
$USER2185,0,Arafat știu că ești prezent te uiți aici să-ți iau familia în p...... Ă,ABUSE
$USER0839,1,Zelenski = nemernic. Nici un președinte nu.si lasă tara în război oricât ar pierde.,INSULT
$USER0873,1,Aici au adus politicieni Romania,OTHER
$USER1387,0,Politicienii români poate stiu ceva cu depopularea globului și oricum numai contează unde ajung banii poporului! Posibil există o Arcă pentru ce-i care au tras lozul câștigător!,OTHER
$USER1443,3,"Domnu Terhes ,... nu mai tine vräjeala. Gata.Putin are dreptate.",OTHER
$USER2639,0,"cine a fost inteligentul care a propus asa ceva,adica cu toti mosii la razboi!",INSULT
$USER0572,0,"Iacob Lăcrămioara cred ca avem acelasi tătuc, cu al ukr!",OTHER
$USER1459,2,"Ucrainienii trag in propria populație ,de ce nu recunoașteți",OTHER
$USER1913,0,Doamne ajuta! Mult respect!,OTHER
$USER0297,0,ce dracu faci tu la munca duduie? stai pe facebook? pune mana la treaba,PROFANITY
$USER0371,0,"LILI RUSE DUTE IN MIJLOCUL BOMBARDAMENTELOR SI FA LIVE DE ACOLO , RELATEAZA ADEVARUL IN DIRECT. SI APOI VEI PRIMI SALARIU MERITAT:",OTHER
$USER0288,0,Blocheaza dn1 pentru ea baaaa ce faceti ma !,OTHER
$USER0867,1,Ciutacule nu îl pupai tu in cur pe rafila,INSULT
$USER0656,0,Asta ti spune ca nu e vina americanilor ca romanu' politician e o carpa,ABUSE
$USER1150,0,REVIN LA MULTI ANI ASA AM GNDIT SI EU CE SPUNTI,OTHER
$USER0924,0,Ăni final luis cum arămas dela cie vristă vriau săle iala armată că suntem ani afară și săștim pînă la chți ani leia la armată,OTHER
$USER0315,0,A completat formularul de intrare in Romania?,OTHER
$USER1523,2,Au murit la revolutie sa traiti voi politicieni sa traiti voi bine,OTHER
$USER1392,0,NATO ar vrea sa se bata cu rușii la noi nu sa ne apere,OTHER
$USER2453,0,"Diana,proștii care conduc se folosesc de proștii care s-au vaccinat și de proștii care cumpără benzină",INSULT
$USER3917,0,Ciorile stau pe sârmă nu pe stradă Trimiteți acolo împreună cu Simion,ABUSE
$USER0084,0,"PĂI CE, NU ȘTIAI CE VOR GLOBALISTII???",OTHER
$USER0324,3,"Vai de voi!!!Sunteți jalnici, halal presă!!Sunteți pișati pe voi de atâtea emoții!!!",INSULT
$USER0186,0,"Bravo ție! Cristi Terhes,ptr.tot ce spui,fii binecuvîntat!",OTHER
$USER0666,1,Duten mata de zdreamta astai o doamna pisatule,ABUSE
$USER1511,0,BUNA SEARA! PACE!,OTHER
$USER1281,0,De parcă România nu ar avea țiței și gaze naturale...,OTHER
$USER1529,0,Ochiul. ..........,OTHER
$USER1046,0,Cică de ce sa deschidem Cutia Pandorei....auzi la el,OTHER
$USER1034,3,"Simion e un trepadus tradator al tarii! Partidul lui "" aurit"" joaca o facatura de rol nationalist. Nimic nationalist la acest Simion",INSULT
$USER0086,0,Venim de Paste in tara milioane de Români si ne incorporeaza direct astia !!!,OTHER
$USER1176,0,Trebuie să iasă lumea in strada si sa ai dea jos pe toti . Asta-i singura soluție.,OTHER
$USER1442,2,Domnule Terhes am avut cu totul alta impresie despre dv dar mati dezamăgit profund din partea mea ai un mare blokkk și nu vreau sa va mai ascult evar,OTHER
$USER0532,0,Nu mai vorbi așa ..,OTHER
$USER0888,2,"Nu știi ce vorbești, mai ai și steagul romanesc în mina, îți place să vezi suferință, ma întreb ai copii??",OTHER
$USER0058,0,Jos criminalii...dece nu plătesc toți criminalii ?,OTHER
$USER1188,0,Aici și politicienii se includ ......,OTHER
$USER1386,0,De ce nu spuneti si ce au facut americanii peste tot pe unde au intrat ?? Niste jigodii ordinare !,ABUSE
$USER0837,0,DOMNUL TERHES MI-AM SCHIMBAT PAREREA...CE ATATA AMABILITATE CU UCRAINA...CEVA IMI MIROASE..,OTHER
$USER0286,0,"Cu ce sa ne sprijine ma proasto ? Ca ei sunt primii care vor fugi ,defapt iohanis și după ei",INSULT
$USER1459,0,Stop globaliștilor criminali,OTHER
$USER2216,1,Unii stau si latră fără să gîndească și știți cum este? După război mulți......se arată...!,INSULT
$USER0729,0,Pe telespectatorii vostrii ii inereseaza adevarul sau rusia?,OTHER
$USER2867,0,Muie UE și la globalisti sataniști arahat,ABUSE
$USER3181,0,"Drodații ,analfabeți vă jignesc pentrcă sunt plătiți bine.Să vă pupe în cur !",INSULT
$USER1577,0,Sa se duca jandarmi la razboi cini lui iohanis,INSULT
$USER1555,0,Ști de ce nu dă viză și cine nu vrea?mafia care induce țară de 32 de ani pentru că ar mai pleca 4 milioane din primele luni,OTHER
$USER0460,0,Da istooooorica,OTHER
$USER2950,0,Mananci numai cacat,INSULT
$USER0455,0,Oarba dupa voi si muresu,OTHER
$USER1554,0,Nu avem conducatori numai LEPRE si SLUGI,ABUSE
$USER2799,0,DOAMNE FERESTE Johannes este o SATANA,ABUSE
$USER4061,0,"Bravo Maria Sandor tu faci mai mult ca 1000 de jandarmi , tu esti o eroina dar jandarmi slugile sistemului",ABUSE
$USER2535,2,Le-a luat bani pe benzină cei care conduc O M V .Oculta mondială vor să strângă bani Keş ca să vină cei virtuali. Sclavi lor .,ABUSE
$USER0299,0,America ne baga in razboi cu rusii,OTHER
$USER3536,0,"Calea Liliana, vaiiii, ești prea proasta pentru secolul asta.",INSULT
$USER0847,0,ba mata stie ca rsti prost daca nu afla acuma tu ce voiai sa il pupe in cur pe Putin omul este un erou,INSULT
$USER1490,0,"Buna seara domnul Lazarus, mult respect dvs,si domnului Terhes!",OTHER
$USER1267,0,Tradatori nenorociti iară faceți jocurile ocultei mondiale pe spatele poporului,INSULT
$USER0504,0,Toate guvernele sunt slugoi ai globaliştilor şi contribuie la diminuarea populației prin orice mijloace !,ABUSE
$USER0638,0,"Articolul 5 din tratatul Nato spune ca : ,, in caz de o singura tara nu e de acord sa te apere , nu te apara nici naiba ,,",PROFANITY
$USER4124,0,Am zis că Iohannis ne va băga în război căcatul,INSULT
$USER1659,0,La mulți ani Doamna Dieana,OTHER
$USER1711,3,Demisia lui iohanis,OTHER
$USER0438,0,Fără mască am zis!,OTHER
$USER1036,0,Ce facultate ai boule,INSULT
$USER1244,0,Dureri. De. Cap. Aveti,OTHER
$USER2735,0,"Muiee iei, ce preț ai ????",ABUSE
$USER1465,2,Țara noastră nu trebuia sa întra în UE..nouă nu ne lipsește nimic..doar ca avem mulți proști care ne conduc..,INSULT
$USER0246,3,Nu vă mai certați dacă Dumnezeu dă pace va fi pace dacă va fi război asta e totul depinde de Dumnezeu,OTHER
$USER0955,0,Veți fi covidativdoar ăștia cărora va e frica!!,OTHER
$USER2642,0,Domnule ciutacu spuneți lumii cine a vrut primul si al doilea razboi mondial oamenii de rând nu cred americanii sunt niște lighioane inputite de acolo pleacă tot,ABUSE
$USER1762,0,"Bulă, SICTIR. Mars la somn",INSULT
$USER1163,0,"Iară vom ajunge la restricții, și măști oameni buni. Că vor să ne bage în case, de sărbătorile, de Paște. Este bătaie de joc ce se întâmplă în această țară umilită.",OTHER
$USER0021,0,Respectul Meu dn sosocà,OTHER
$USER1983,0,De ce nai ppza tie frică jegul dracu ce esti,ABUSE
$USER1868,0,România trezește Altfel vom pieri cu toti,OTHER
$USER0122,0,In primul rand naționalizarea apoi sa aperi avuția țării atâta timp cât avem companii multinaționale iar noi suntem doar sclavi lor,OTHER
$USER0236,0,"Sclav al globalismului,usr de râs ce ești,inconștient ce ești",ABUSE
$USER0650,0,"Luis Lazarus-Zeus Tv sa nu mai dai ifei, ca ne pun mastile inapoi...",OTHER
$USER0059,0,ATUNCI STII CEVA .SPUNE ADEVARUL .....ORI NU TII CU ROMANIA,OTHER
$USER3993,0,Bravooooo George nu vă lăsați intimidați de derbedei din jandarmerie și poliție. Vrem capul lui Iohannis și al acoliților lui.,INSULT
$USER0655,0,De suferinta romanilor cui ii pasa!,OTHER
$USER0454,0,"Cine sa fie ,nu vedeti ca toata mass media este vanduta??",OTHER
$USER0084,3,PENTRU IUGOSLAVIA DE CE NU AȚI SĂRIT AȘA??,OTHER
$USER3021,0,"Stefan Alina maaata, sunt gen masculin prostule",ABUSE
$USER0046,0,Il intereseaza cetatetenii rusi din Donetsk care sunt masacrati de ucranieni,OTHER
$USER1838,0,Poporul va iubește Stimata Doamna astăzi de 8 martie va urez un călduros la mulți ani !,OTHER
$USER0400,0,"Nebun,si prost esti tu .",INSULT
$USER0553,0,AM FANTANA IN CURTE SI OILE IN GRADINA,OTHER
$USER0079,0,"Liliana Alexa a fost demult pus la punct, cu nato...",OTHER
$USER0582,0,Excelenta emisiune ! Domnul sa te binecuvânteze Luis !,OTHER
$USER1386,0,"Dupa dl.Terhes , tot noi suntem de vina ...??",OTHER
$USER0010,0,"Puțoiule, să moară mătamare, câți proști cu tine în frunte....",ABUSE
$USER2117,0,Vă dau dracu cu toate minciunile și cu stirile voastre,ABUSE
$USER1688,0,"Ciucă ,la pușcărie !",OTHER
$USER1113,0,Fara dragoste nimic nu ai cu popescu la gunoi cu el,ABUSE
$USER0237,6,Ce morți matii e important,ABUSE
$USER0945,0,SUNAL PE DOMNUL GEORGE SIMION LASA ASTA CA STIM SI NOI NU TREBUI SA NE SPUI U,OTHER
$USER1164,3,Zici ca i fumata asta,OTHER
$USER1046,0,Luis uiți că și tu ai spus când erai la Inedit TV că Simion e cuplat la servicii,OTHER
$USER0236,0,Ești TU SECURISTULE pro american.Noi suntem PRO ROMÂNI,ABUSE
$USER1248,0,"Bă lasă-ne cu caterinca ta că ați dat trandafiri ,!! Nu vă m-ai bateți joc de noi ROMÂNII CA AȚI AȚI SLUGOII AKTORA DIN AFARĂ ,! VOI VA NUMITI PATRIOȚI DE NEAM DE ȚARĂ .!!!?????",ABUSE
$USER1608,0,HALOOOOOOO TREZESTE TOT ROMANILOR VENITII LA REVOLTELE SOCIALA,OTHER
$USER1539,2,"Domnule Terhes nu prea mai ai credibilitate, pt vacc ai fost bun dar acum o cam dai in balta",OTHER
$USER0517,0,"CUVÂNTUL DE BAZĂ TREBUIE SĂ FIE ""NEUTRALITATE"".... NU V-AR MAI RĂBDA DUMNEZEU PE FAȚA PĂMÂNTULUI, SATANIȘTILOR!! NU VREM RĂZBOI!!! VREM PACE PENTRU POPORUL ROMÂN!!",ABUSE
$USER0292,0,PUPINCURIȘTILOR,INSULT
$USER0628,0,Războiul globalistilor,OTHER
$USER1466,0,"Mai Luis, nu fi naiv, nu poti aduce dicutia despre serviciile secrete ale Rusiei.",OTHER
$USER0820,0,Mam pisat pe mine ahaha,PROFANITY
$USER1713,0,Le dam foc daca pun mana pe copiiii nostri,OTHER
$USER1801,0,Ami plac gainile!!!!,OTHER
$USER0436,2,"Cu siguranța ,nu se va afla niciodată adevarul despre pandemie decât …numai ce se permite.,d le Terhes!!Adică,mai nimic!",OTHER
$USER0421,0,"Javro unde i respectul față de garda de onoare ,,,,de ce nu ai dat salutul care se cere,,,,,fete te mata n gură curva dracu",ABUSE
$USER1273,2,Ocoliti subiectul si ne trezim cu bucuria...,OTHER
$USER1448,0,"TERHES, NATO SE DIZOLVA,UE SE DIZOLVA CE DRACU AI SA FACI?!!!VINE PUTIN DUPA TINE",PROFANITY
$USER1788,0,"Încă România doarme, Romania trezestete !!!!",OTHER
$USER3628,0,Îl sugeți la caras pe Iohannis,ABUSE
$USER0306,0,Poate coboara Putin,OTHER
$USER1386,0,"Dl.Terhes , trebuia sa fim neutri ! Dvs descrieti istoria asa cum va convine dvs !",OTHER
$USER0709,0,Nu mai cumpăra de la ei,OTHER
$USER0716,0,Esti prost bade? De ce rostesti vorbe grele??,INSULT
$USER2498,1,Proști cu drapel!,INSULT
$USER0119,0,"RĂZBOIU MINȚii.. se luptă ucraineni cu Rușii pentru teritoriile Românești, Poloneze, Cehe, Ruse și Turcești.. NO@ UCRAINENII ĂȘTIA hEROI TATĂ.. GO RAMBO GOO BRANDON",OTHER
$USER2185,0,Câțule să-ți iau nevasta la p.... Ă,ABUSE
$USER3271,1,Fufe pe sticlă marș idioatelor mmarile analiste de 8 ani din 2014 cite crime au facut ukraini ați tăcut ordinarilor huooo,ABUSE
$USER1615,0,Și lasă Omul sa Vorbească,OTHER
$USER0546,0,Vrem neutralitate!!!!!,OTHER
$USER0774,0,"Va doresc o zi frumoasa , Doamna senator Diana Ivanovici Sosoaca .",OTHER
$USER0421,0,Masonii pulii sa va fut în gură gunoaielor,ABUSE
$USER1028,0,Sper George sa fi serios,OTHER
$USER1116,0,Liviu Teampau Este foarte curat.,OTHER
$USER1488,0,"Gata mai ..am înțeles ideea ta,lasă pe Terhes sa vorbească.",OTHER
$USER1373,0,"@LUIS inamicul NU este rusia, rusia NU are ce lua de la noi, occidentul ne-a luat TOTTT",OTHER
$USER0909,1,"Ehei, bună întrebare!!! Mare dezamăgire!!",OTHER
$USER4264,0,"Dute la somn duduie ca esti praf,grasana dreacu",ABUSE
$USER1075,0,DACĂ NU VREȚI VĂRSARE DE SÎNGE CA ÎN RĂZBOI. SAU CA LA 89. ATUNCI NU BĂGAȚI DICTATURA MILITARĂ. SA MURIT PENTRU LIBERTATE. VOI CE DRACU VREȚI.,PROFANITY
$USER4088,0,Faceți doar circ ... nu este legal ordinarule ce faci ...,ABUSE
$USER0906,2,Urata natie nui suport... .sa plece dracu de la noi,PROFANITY
$USER1789,0,"Să repete, sa întrerupt",OTHER
$USER1552,0,EU IN locul lui as demisiona din kk de U E..Nu stiu la ce mai continua.Ptr ce .》》》Lasă te domnule dragă ..demisionează ..ca nu ne convine noua u e vostru! Clar ca bună ziua,INSULT
$USER0403,2,Această întâlnire va fi una cu eșec! O mare pierdere pentru România! Și vă spun și de ce: La această întâlnire va participa și trădătorul Cîtu Florin.,OTHER
